MÊS;Tipo;Responsável;Subgrupo OXR;Grupo OXR;Descrição Conta;Grupo Conta;Evento;Tipo Evento;Valor;Valor Final;Real x Orç;Orçado;Real;Lote;Documento;Mês Ref.;Filial;Lançamento;Data;DC;Conta Contábil;Classe;Valor2;Historico;Centro Custo;Nome C. Custo;Valor C.Custo;Origem;RH?;Estrutura;Coluna2;Coluna1;Conta
Jan;CUSTEIO;Cesar;SERVIÇOS DE SEGURANÇA;DESPESAS DE BENS E SERVIÇOS;MANUT. E MONITORAMENTO SEGURANÇA;DESPESAS DE BENS E SERVIÇOS;0;;6123,7715;6123,7715;Orçado;6123,7715;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.01.020;Analitica;6123,7715;Nokia 35%;1.08.01;Tecnologia da Informação;6123,7715;Orçamento;Não;3.2.2.01.020 - MANUT. E MONITORAMENTO SEGURANÇA;3.2.2.01.020 - 1.08.01;3.2.2.01.020 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;SERVIÇOS DE SEGURANÇA;DESPESAS DE BENS E SERVIÇOS;MANUT. E MONITORAMENTO SEGURANÇA;DESPESAS DE BENS E SERVIÇOS;0;;11372,7185;11372,7185;Orçado;11372,7185;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.01.020;Analitica;11372,7185;Nokia 65%;1.08.01;Tecnologia da Informação;11372,7185;Orçamento;Não;3.2.2.01.020 - MANUT. E MONITORAMENTO SEGURANÇA;3.2.2.01.020 - 1.08.01;3.2.2.01.020 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;LOCAÇÕES DE MÁQUINAS, EQUIPS, VEÍC.;ALUGUEIS E LOCAÇÕES;LOCAÇÃO DE IMPRESSORAS;ALUGUEIS E LOCAÇÕES;0;;8000;8000;Orçado;8000;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.04.004;Analitica;8000;Reis Office;1.08.01;Tecnologia da Informação;8000;Orçamento;Não;3.2.2.04.004 - LOCAÇÃO DE IMPRESSORAS;3.2.2.04.004 - 1.08.01;3.2.2.04.004 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;765;765;Orçado;765;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;765;IBM MaaS360;1.08.01;Tecnologia da Informação;765;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;175,224;175,224;Orçado;175,224;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;175,224;Dyadpro;1.08.01;Tecnologia da Informação;175,224;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;177,31;177,31;Orçado;177,31;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;177,31;Supabase;1.08.01;Tecnologia da Informação;177,31;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;272,223;272,223;Orçado;272,223;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;272,223;Slack;1.08.01;Tecnologia da Informação;272,223;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;312,9;312,9;Orçado;312,9;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;312,9;OpenRouter;1.08.01;Tecnologia da Informação;312,9;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;178;178;Orçado;178;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;178;API Whatsapp;1.08.01;Tecnologia da Informação;178;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;1251,6;1251,6;Orçado;1251,6;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;1251,6;Notion;1.08.01;Tecnologia da Informação;1251,6;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;83,44;83,44;Orçado;83,44;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;83,44;Icloud Apple;1.08.01;Tecnologia da Informação;83,44;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);DESPESAS ADMINISTRATIVAS;0;;874,5;874,5;Orçado;874,5;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.006;Analitica;874,5;Zapsign;1.08.01;Tecnologia da Informação;874,5;Orçamento;Não;3.2.2.06.006 - ASSINATURAS (PERIÓDICOS, TVS, SOFTWARE);3.2.2.06.006 - 1.08.01;3.2.2.06.006 - 1.08.01 - Cesar;0
Jan;CUSTEIO;Cesar;DESPESAS ADMINISTRATIVAS;DESPESAS ADMINISTRATIVAS;MATERIAL DE ESCRITÓRIO;DESPESAS ADMINISTRATIVAS;0;;33,75;33,75;Orçado;33,75;0;Orçado;0;1;00:00:00;00:00:00;01/01/2026;D;3.2.2.06.004;Analitica;33,75;Suporte Para Notebook Digitador Ergonômico Sn 1263;1.08.01;Tecnologia da Informação;33,75;Orçamento;Não;3.2.2.06.004 - MATERIAL DE ESCRITÓRIO;3.2.2.06.004 - 1.08.01;3.2.2.06.004 - 1.08.01 - Cesar;1
